image,row,col,cluster,e0_gabor000,e0_gabor045,e0_gabor090,e0_gabor135,e0_log,e0_dog,e0_log2,e0_media,e1_gabor000,e1_gabor045,e1_gabor090,e1_gabor135,e1_log,e1_dog,e1_log2,e1_media,e2_gabor000,e2_gabor045,e2_gabor090,e2_gabor135,e2_log,e2_dog,e2_log2,e2_media
28.png,4,3,5,5.33862,5.47422,18.26191,12.14173,19.63936,8.77593,14.20732,109.47659,3.11483,3.91131,15.00111,10.47489,12.27775,9.00951,8.41918,113.65887,2.61857,3.14407,7.66828,7.23886,8.77829,7.79672,13.10259,121.90660
28.png,4,4,5,2.58225,2.09006,19.35172,18.72657,21.50965,12.60893,17.88851,136.92749,1.96048,2.26318,13.10263,15.41672,16.08637,6.03704,10.57498,132.72627,1.88257,1.84870,11.62544,4.87412,8.15784,7.38153,8.33978,126.37846
28.png,4,5,5,4.78097,6.48062,22.35846,15.05407,22.22268,13.72333,19.22886,144.24649,3.52497,5.63015,14.94177,14.27848,17.82077,6.53693,15.23012,146.59729,2.73940,2.87600,15.47849,9.52675,11.99286,9.80787,11.41675,146.29984
28.png,4,6,5,5.59515,3.27004,11.64954,17.04903,17.00580,9.35756,12.95145,105.39970,3.69498,2.31547,7.56959,12.54082,11.64883,7.41779,10.60106,106.52626,3.20098,2.12201,12.84741,8.60263,9.77435,5.54512,8.60611,109.87979
28.png,4,7,5,8.87051,4.50172,8.75410,19.26674,15.99340,7.31603,11.21623,100.19757,5.84067,4.22741,6.31112,14.94421,9.71355,4.36338,3.97113,101.96616,3.50390,2.94137,4.63199,7.95521,3.67393,4.11322,5.39122,105.40849
28.png,4,8,5,13.61271,3.95659,4.43685,12.33125,15.52414,6.40276,8.83451,88.63735,5.97102,2.89165,4.01079,8.56326,7.27451,6.29901,7.51372,90.46483,3.23306,1.92880,5.81279,8.22248,7.44287,8.93346,11.05911,96.64998
28.png,4,9,5,17.15700,4.04543,8.21279,14.43912,18.95813,9.89174,14.23017,146.19214,8.99451,2.34110,6.82973,14.47476,12.63268,8.53044,9.98954,144.49254,8.49871,2.25189,5.21886,9.26677,8.14274,6.44138,7.72058,139.66954
28.png,4,10,5,15.96528,3.97421,6.61321,13.16287,20.38330,12.30071,19.30473,154.53766,12.62797,3.68491,6.24164,13.34612,16.72758,9.03348,15.87347,151.87375,13.84857,3.04734,6.76855,11.95662,13.94889,6.47366,7.49055,148.21169
28.png,4,11,5,17.04876,4.15396,8.85395,10.95093,20.43517,11.11576,17.80583,92.44299,16.01507,3.18152,9.25118,8.41041,14.61410,6.86484,10.55234,95.22067,7.84360,3.66306,4.15115,6.32509,8.93276,5.95112,7.94899,101.20902
28.png,4,12,4,11.41041,2.02660,2.32113,4.79323,11.77766,10.17338,13.53806,99.00201,12.92774,1.34681,1.97996,4.16766,12.20162,8.15622,12.50608,97.12310,12.22338,0.80631,1.07035,2.46928,9.76260,6.52163,4.76704,93.48977
28.png,4,13,4,11.63449,2.81309,2.80667,5.24632,11.57183,11.09786,14.29201,88.89725,12.91050,1.90336,1.38086,5.13655,13.49400,10.55916,17.06915,91.44016,14.91241,1.41015,1.15700,4.07261,14.24262,7.25319,5.82256,95.48647
28.png,4,14,5,10.18120,5.97860,4.54770,6.40225,10.38844,9.56977,10.72331,114.07899,9.30455,4.23096,3.67072,5.20010,10.55967,13.61850,17.70074,111.83598,20.19908,3.60969,2.14109,3.84399,15.42728,8.52700,7.68176,108.86073
28.png,4,15,5,12.02769,6.06935,6.81959,6.95917,11.63057,8.84631,10.10181,120.06683,7.65101,4.99628,3.41195,4.53151,9.74096,14.09128,17.19620,118.83718,20.92726,4.36401,2.04848,5.75273,15.86266,8.11972,8.41288,114.66994
28.png,5,0,5,5.30875,3.84320,20.79256,20.33829,25.01840,13.48408,19.80347,156.16411,4.31273,7.31287,11.55264,18.05832,17.46150,8.19604,13.32515,154.69286,3.67594,7.32227,11.52557,9.19330,11.29303,3.94364,5.10965,153.13187
28.png,5,1,5,4.77377,6.37674,25.59854,15.89315,22.54491,12.99976,18.97289,138.25113,4.53176,4.51419,13.91739,16.62491,17.33595,7.16847,12.59180,141.83838,3.21634,3.04408,12.79346,10.18993,10.03466,4.80196,6.41015,146.54242
28.png,5,2,5,5.18956,5.82325,15.29382,20.90759,22.54459,13.21665,19.98061,162.18137,3.35134,4.30241,11.67757,18.49187,18.08936,7.59802,13.43011,159.62146,2.99985,2.54436,12.57005,15.85347,10.61684,8.70717,9.39649,154.07721
28.png,5,3,5,4.64351,3.92934,14.16730,17.07207,16.90259,7.61610,11.06278,86.40456,3.87852,2.93069,8.33442,10.05609,9.63091,7.17058,7.37116,89.06107,3.12919,2.15378,7.16854,7.11764,7.37178,9.68703,12.12387,96.58633
28.png,5,4,5,10.09796,4.00299,5.34194,15.60874,14.91895,6.22052,9.83463,99.83742,6.53847,2.71060,4.43125,11.57498,8.38294,2.93460,3.76698,100.22191,2.65274,1.75222,4.88245,6.52814,3.27777,2.80756,2.41490,100.51524
28.png,5,5,5,14.55390,3.36170,4.56119,13.21370,15.60544,5.98149,8.96732,92.18779,6.28497,2.02398,3.37071,7.86364,7.40899,3.57334,4.91476,93.01565,2.76453,2.35624,4.57041,7.51353,4.67299,4.21475,4.13408,95.89522
28.png,5,6,3,12.37239,2.77448,5.37132,9.04412,12.28349,5.71681,6.57646,89.01471,5.01982,1.94794,2.76225,5.10452,5.44876,3.70189,3.77001,88.47432,2.00922,1.26616,2.70587,4.40471,3.14164,6.57693,4.81169,88.60001
28.png,5,7,4,13.23742,2.06036,4.53619,6.71442,15.17256,7.81513,11.05431,85.38721,9.08557,1.37131,3.93000,4.62481,8.57862,5.17295,5.55338,87.14883,4.80523,0.67633,1.20933,3.07426,4.42474,4.88985,5.29518,90.60809
28.png,5,8,5,13.92485,4.13243,7.93120,8.58952,15.96714,12.00897,15.77798,105.29308,12.67961,2.46157,4.07858,7.24786,14.09126,8.44422,12.88807,103.06377,11.96324,1.58513,4.24994,5.90437,10.58758,5.74871,8.23516,101.79581
28.png,5,9,5,13.75741,4.26316,4.29714,6.17383,13.89283,13.48949,16.62000,125.03192,16.79750,2.36922,3.35818,5.34618,15.54399,7.79044,17.27592,125.75024,17.29715,1.89407,2.96834,3.79274,14.41977,6.28375,7.21848,125.31398
28.png,5,10,4,12.08368,3.43311,3.00277,5.62658,12.44399,11.53180,14.49013,101.65182,13.60518,2.13101,1.60165,5.91028,14.31487,8.87747,17.01526,104.88654,15.57560,1.14871,2.90773,3.88408,14.19420,8.40668,9.84253,113.08932
28.png,5,11,4,9.79901,3.76724,3.81765,3.91682,8.51943,10.28340,9.00733,121.54700,8.49282,1.71175,1.79263,4.80218,9.72902,15.45408,21.64818,118.58282,20.71289,0.93843,1.20746,5.94729,19.11227,8.90485,11.52184,113.75901
28.png,5,12,5,14.34183,5.26553,6.96267,6.32298,12.49240,11.68604,12.64005,119.10568,10.82476,2.55033,2.57718,5.45321,12.52694,16.68154,22.71684,119.31628,23.88616,1.08344,1.47030,5.40969,20.70204,10.05541,14.57348,116.09212
28.png,5,13,4,12.52735,4.83234,3.69395,5.19465,11.48069,11.03900,12.28494,112.07253,11.80713,2.02688,1.48324,5.43396,12.27719,17.07674,21.70215,111.35569,23.14336,0.91262,1.12615,6.70707,21.01773,8.62716,17.29011,108.79383
28.png,5,14,4,8.26640,2.85035,2.42000,4.15536,7.65164,8.90512,9.82913,87.17349,7.87596,2.37024,2.51068,4.88959,10.18821,15.26754,19.38842,87.89465,19.99059,1.40803,1.71292,6.72035,19.22060,8.74846,18.69982,88.79858
28.png,5,15,4,5.96650,2.30149,2.29316,3.15240,5.64695,5.58312,6.57648,52.38598,6.24632,1.81297,1.60130,3.39005,6.56167,8.68180,10.73650,55.58881,14.09563,1.53483,1.46147,3.90365,10.25685,11.72906,11.77868,63.43781
28.png,6,0,5,9.34541,5.69030,12.41710,22.44913,21.77518,9.12632,14.72483,120.72150,5.33049,5.29493,8.95082,19.10565,12.65150,6.30557,8.14637,122.70532,4.22585,5.69671,5.48719,5.78235,7.98695,4.16679,7.22494,125.81998
28.png,6,1,5,11.03081,7.47123,7.92058,23.02593,22.41125,10.87036,14.57416,144.47049,7.05046,3.66986,6.36361,17.83804,12.71852,3.98980,9.99863,144.25241,2.90821,2.70137,4.95677,16.63103,8.71874,3.33959,2.50041,143.64230
28.png,6,2,5,17.61505,4.85287,6.41919,20.63813,21.17460,12.58800,18.07728,158.13173,8.17972,2.53107,5.76937,21.00039,16.56791,9.34830,12.09425,156.93887,5.89131,2.88699,8.11797,15.96844,10.15411,9.73623,11.56685,152.66852
28.png,6,3,5,11.01473,2.67948,5.97978,8.04032,12.20487,6.37371,8.47216,78.65011,5.13193,3.12082,5.23448,5.08926,7.19252,8.10227,7.86551,80.67104,3.55079,1.91336,6.06815,6.56832,7.82684,8.99197,11.42670,87.34709
28.png,6,4,4,14.05479,1.78405,3.75732,6.23969,15.88727,8.97486,13.70540,90.79733,11.23353,1.00866,3.33528,4.13942,11.07432,5.51204,7.21564,91.81676,6.27640,1.02542,1.61317,3.20049,5.08512,3.09358,3.33844,92.96003
28.png,6,5,5,12.87396,2.45872,5.59720,7.66665,14.94513,12.30796,17.00604,102.33692,15.39422,1.55145,3.78339,6.56378,15.34401,8.60922,13.28776,100.44171,11.10441,1.70758,1.84895,3.04485,10.58787,4.51431,5.45842,97.70146
28.png,6,6,4,13.46616,1.84996,2.90571,5.71757,14.03857,13.22227,17.02096,101.69872,15.79325,1.19503,1.81253,5.46541,15.85664,12.28246,19.15889,103.27924,17.73137,1.25732,1.15273,4.04010,16.05062,5.76339,6.15404,104.70198
28.png,6,7,5,13.05549,3.68007,3.09111,6.33052,12.54473,10.83489,12.21228,126.82863,10.81046,2.58452,3.00784,5.72457,12.45057,13.58655,19.71923,124.15544,21.36198,1.39584,1.27897,4.53200,16.96012,7.37906,6.66547,120.64145
28.png,6,8,5,13.48549,6.23241,4.97122,6.42253,11.91051,11.49146,12.06904,135.86356,11.64948,2.82960,2.43609,5.16716,11.84487,15.18452,20.44293,135.35910,23.47642,1.22195,1.70393,3.54984,18.40907,8.81058,9.26337,130.65689
28.png,6,9,4,10.54673,2.83626,3.78821,4.97152,9.99950,12.98976,13.56252,109.64902,12.00554,2.07734,1.54979,5.48380,13.69786,14.56165,22.76944,112.07188,22.62592,1.92617,1.53263,5.40066,19.67351,7.37178,9.42363,114.30428
28.png,6,10,4,7.84416,2.54583,2.56268,4.57218,7.93681,10.66544,11.77007,99.69897,10.81766,1.51152,1.44945,5.04724,11.92719,16.90485,21.35010,99.66695,20.96902,1.69434,0.91164,6.91874,20.56948,6.66374,20.20395,98.99808
28.png,6,11,4,6.44580,2.67421,2.08999,3.84273,6.82257,7.54238,8.73723,67.12712,8.74145,1.35152,1.21550,3.62579,8.85315,10.74483,14.67709,70.71515,16.05639,1.30214,0.82213,5.46880,14.67966,10.68018,16.65810,77.48073
28.png,6,12,4,5.36351,2.24827,2.09223,2.43699,5.00034,4.68670,5.25955,51.04539,5.15694,1.27363,1.21574,2.28441,5.19272,8.21821,8.97004,53.34921,10.41949,1.34153,1.03499,2.86824,8.93042,11.13479,13.57818,62.06419
28.png,6,13,4,7.92173,1.97896,1.92293,2.62315,6.41540,4.96622,5.37792,64.61350,4.95231,1.04794,0.85058,2.44383,5.01639,4.83945,5.98899,63.52479,7.75661,1.16145,1.04148,2.70622,5.32619,9.07961,10.42010,63.16748
28.png,6,14,4,7.74900,2.54172,2.36889,3.21289,7.23467,5.90597,6.93673,72.89819,6.69321,1.24381,1.10430,2.32073,6.32392,5.19775,8.21831,71.83104,10.06230,1.22591,1.23764,1.30924,7.17313,6.59542,5.54499,68.83981
28.png,6,15,4,10.05232,2.42037,2.26350,3.56727,9.87045,7.76898,11.11914,81.49326,12.88748,1.83705,1.02569,2.68373,9.49688,6.19758,7.64886,80.57018,9.41812,1.27589,0.77601,2.53474,7.04502,3.13467,5.67333,78.23741
28.png,7,0,5,14.47143,2.97830,6.42523,10.50491,17.53467,8.73830,13.04626,104.33432,7.47741,3.50953,8.52087,7.70453,10.42434,4.57535,5.60660,104.29326,5.42734,1.84743,3.86591,3.77156,4.14483,2.64506,3.25376,104.67434
28.png,7,1,5,15.98530,4.45709,11.00320,13.90310,21.66384,14.86999,22.32531,130.11209,16.72347,4.92327,8.08645,14.09854,20.23812,7.44807,14.65143,128.78839,11.10467,2.75353,6.36771,5.74016,11.01671,4.96380,4.87715,127.16453
28.png,7,2,5,13.44086,2.69388,3.50128,6.76245,14.16497,15.25451,19.27428,123.03792,18.56453,2.08001,2.44323,7.60770,18.21619,6.82961,18.89490,124.76430,15.54992,3.01443,3.73311,6.94640,15.17158,6.70712,9.93969,125.27867
28.png,7,3,4,15.53927,2.51302,3.44070,5.84639,15.13400,10.95582,14.01607,97.13170,12.70844,1.37423,2.20366,4.68386,13.41379,10.73410,18.12950,98.38127,15.31954,1.81956,2.13981,6.17827,15.76978,9.56895,5.87985,101.38113
28.png,7,4,4,11.62227,2.80974,2.68532,4.89219,10.36938,12.14894,12.38746,125.55942,10.98884,1.38864,1.09689,5.76079,12.95745,15.40254,23.22456,121.19435,22.24862,1.72176,0.88772,4.85879,19.96900,8.69401,9.20180,114.99901
28.png,7,5,4,12.60663,2.38132,2.63426,5.49906,12.40055,12.94647,14.98205,119.18907,13.59745,1.53269,1.00158,5.54339,14.55956,16.38392,22.97017,120.64449,24.17452,1.75287,0.74636,5.33697,20.46893,8.32586,12.01218,119.20981
28.png,7,6,5,11.47679,3.37023,3.30038,5.69421,12.34589,13.69609,14.94684,114.81676,14.71679,2.96254,2.21662,5.57292,14.63682,12.71933,21.40266,113.29979,21.43961,3.10697,2.11202,5.29451,18.96088,5.61459,8.82475,111.69183
28.png,7,7,5,11.91581,3.80521,3.47566,5.97252,12.34629,14.51193,18.14481,115.14868,16.51897,2.24172,2.37510,6.58132,17.35106,11.05538,18.49534,115.33685,18.28888,1.24481,1.66350,4.44629,16.24461,6.50972,8.07137,114.41928
28.png,7,8,5,11.38372,4.78688,4.15517,6.51627,11.32482,9.59206,13.48590,87.97456,13.46173,2.42153,2.82821,5.16984,12.52570,8.94432,9.95307,92.00668,11.78907,2.84166,3.55275,3.21245,9.05320,9.17972,11.24487,100.60001
28.png,7,9,5,11.70682,3.96797,4.81248,7.39886,11.60723,8.66188,11.77440,90.17815,14.08602,2.58180,3.82062,6.74357,10.49339,7.70004,8.66501,89.18393,10.84445,2.09717,4.43547,2.67236,8.14762,8.50809,5.97832,90.53398
28.png,7,10,3,3.72333,4.45091,2.09018,2.57672,4.87540,3.20417,5.03846,63.25314,3.50381,3.75532,1.49916,1.34665,4.31844,3.02270,3.43573,63.02122,4.38276,2.40649,1.85221,2.75298,3.36514,9.99966,8.29925,63.66507
28.png,7,11,4,8.56085,2.48900,2.36445,3.13586,8.34282,6.10723,9.51165,84.97928,9.90412,0.91246,0.86102,2.26664,8.06325,4.55915,5.61648,83.82959,5.71290,0.90145,0.56646,2.50571,4.97390,3.69016,4.43544,81.17676
28.png,7,12,5,11.44799,4.41820,4.45881,5.38120,11.39236,8.02819,11.44150,87.37202,11.98869,3.59914,2.88025,3.60285,10.03743,6.35067,8.48230,87.41087,7.00703,3.84641,0.94557,4.15455,7.60813,2.62987,6.48058,86.81440
28.png,7,13,4,13.27595,2.86431,2.97519,3.94023,10.50139,5.64697,5.83451,74.64249,5.64866,1.54992,1.29742,2.60811,5.47910,7.51169,8.12891,75.92931,7.11589,2.27874,1.23668,3.81274,8.71531,5.37279,10.81521,78.93818
28.png,7,14,3,10.51794,2.88626,5.24635,4.53449,9.20987,5.46856,7.71881,92.46376,6.40694,2.33314,3.64358,3.03183,6.87367,5.61297,7.06786,91.68947,7.39942,2.72136,1.40571,4.83699,6.63525,4.23980,6.48369,91.55951
28.png,7,15,4,11.91146,3.44767,3.11825,3.83272,9.22838,6.19955,7.18710,107.00430,8.88088,1.32416,0.81341,2.59847,6.46001,5.15993,6.25152,106.45419,6.92378,1.29568,0.80889,3.85350,5.88780,2.65464,5.39994,105.37482
28.png,8,0,4,14.38924,2.82628,2.79670,5.57403,12.76622,8.93186,10.66354,100.15141,10.41770,1.87820,1.67853,4.88217,10.35301,9.49972,14.35884,99.65379,18.51693,2.94632,1.88251,4.87746,11.49695,8.77752,6.52013,100.18144
28.png,8,1,4,13.71873,3.10120,2.61834,4.03875,11.60398,9.62081,9.79473,106.67039,8.42071,1.45299,2.20342,4.40254,9.85450,11.59012,17.81505,105.24439,18.26951,1.14369,1.58999,3.36399,15.49939,5.54289,9.65580,102.03803
28.png,8,2,4,14.59116,2.63184,2.13082,5.13171,13.14509,11.96321,12.12805,98.09027,10.84776,1.12995,1.09579,4.56144,12.10830,14.42318,20.89925,99.50069,21.70179,0.82959,0.65750,4.48972,18.71550,4.12053,10.49508,100.47401
28.png,8,3,4,12.50456,2.74115,2.82073,5.24781,11.65373,11.78047,13.80328,106.63657,12.57343,1.93313,1.41108,6.25165,13.49121,13.37687,19.80458,105.11240,19.13578,1.19718,1.07699,5.98336,17.98492,6.73677,14.62358,101.84330
28.png,8,4,4,7.77328,1.90912,1.96830,3.73760,7.67743,7.99270,9.61157,77.94344,9.64515,1.02229,1.08032,3.65283,9.32583,9.51392,11.93152,82.05122,14.32105,0.77886,0.67102,3.72869,11.34095,10.31220,14.17617,88.18970
28.png,8,5,4,6.35929,2.05182,2.10335,2.73682,6.25631,5.62662,6.12696,68.08063,6.37313,1.24015,0.74033,2.40925,5.84905,7.13297,7.70262,69.48062,9.06929,0.59998,0.77984,2.51545,7.27787,9.58372,11.11287,76.55287
28.png,8,6,5,9.61925,4.03801,4.05666,3.91956,9.46647,7.40292,9.11511,81.65356,9.03058,3.66019,3.57360,4.58038,8.25816,7.31242,9.18781,82.39081,9.92626,3.25661,3.58294,3.06897,8.28261,10.32868,12.04224,84.38731
28.png,8,7,5,11.34044,6.12502,8.37457,8.92822,13.66117,7.96093,12.42027,147.91765,8.58688,3.96271,10.46752,5.40528,10.82151,9.59778,9.77485,143.06622,8.57516,3.65776,4.32639,4.03112,9.45276,11.56571,14.22558,133.30212
28.png,8,8,5,6.25244,5.36528,13.81949,7.42737,12.52057,7.98087,9.19088,119.36024,5.52031,4.26907,7.91598,6.25415,8.30959,5.98069,7.86933,119.12945,5.73921,4.23409,8.00732,4.14945,7.17216,7.97931,9.10992,117.70215
28.png,8,9,5,6.59881,5.38338,10.77030,5.88474,10.35058,7.29155,8.39793,117.28490,4.36203,2.76232,7.67950,6.34751,7.70140,9.67776,10.48887,117.27750,7.24901,1.96200,5.40597,5.24808,10.23434,9.39406,17.00990,113.32875
28.png,8,10,3,5.27851,5.14629,5.35660,3.50687,6.94287,4.15102,5.70715,79.37549,4.43133,4.02658,3.05209,2.55322,5.16472,4.22625,4.79670,79.80821,3.54765,3.53710,1.90540,3.69970,4.66249,6.63365,8.29123,82.73322
28.png,8,11,4,12.11552,3.11037,2.82495,4.27596,10.03371,7.80581,10.19452,112.19151,11.37924,1.26104,2.03283,3.08128,9.12480,4.44158,5.00791,111.46056,4.51375,1.70921,1.77757,2.46596,4.67041,2.10327,4.42618,109.08821
28.png,8,12,4,17.00826,3.09952,2.30530,4.02076,12.96650,7.18132,8.35208,131.69022,9.16566,1.64682,1.36774,1.57985,7.22922,4.48616,4.54918,130.02225,5.39150,1.32843,0.90316,1.89490,4.10777,1.86937,4.35188,127.01572
28.png,8,13,4,20.87460,2.75021,2.99405,4.40236,15.57139,6.31314,6.86509,142.16992,7.03951,1.47250,1.09123,1.52194,5.38097,3.14160,3.38343,140.70198,3.66142,1.32258,0.85392,1.63803,3.30857,2.72448,5.08455,136.66940
28.png,8,14,4,25.68684,3.84376,4.60965,4.99646,19.76726,7.07110,8.38977,142.86023,8.84490,1.87199,2.38130,1.84230,6.10761,1.95607,2.52419,142.67703,2.83959,0.94309,1.30867,1.86049,2.03449,3.00557,3.30160,141.72058
28.png,8,15,4,26.28676,4.08512,4.24964,5.10322,19.22405,7.90567,8.68163,150.58626,10.22360,1.51991,1.52607,1.40208,6.68373,2.42525,4.36001,149.98624,6.44821,1.05734,1.23541,2.13526,3.47630,2.43947,2.97215,149.51529
28.png,9,0,5,13.57359,3.77697,3.95457,6.79620,13.14337,13.00470,17.41384,103.27190,17.49661,3.61785,2.79200,6.13622,16.30101,11.94347,18.40087,102.19455,24.22401,5.18675,2.39917,5.85378,16.82544,7.89367,10.23526,100.00758
28.png,9,1,4,4.93126,2.14430,2.03813,2.93360,4.98831,5.94256,7.07624,53.75278,7.65234,1.72543,1.97289,3.36028,7.10974,7.21637,9.42218,58.15223,10.99180,1.95458,2.02186,3.02011,9.27955,9.39706,11.70144,67.29967
28.png,9,2,4,7.49945,2.22996,2.14321,2.64928,6.22160,4.81303,5.55842,64.76450,5.78667,1.43252,1.18183,2.09877,5.13894,5.05335,6.73381,63.22530,8.67960,1.44627,0.73439,2.03892,6.04021,8.04135,9.67484,64.75764
28.png,9,3,4,7.60535,2.07136,1.82799,2.96006,7.17299,6.10465,7.75775,78.39140,8.39132,1.03657,0.81266,2.21386,6.92523,5.28160,7.31759,77.78558,7.30798,1.02168,0.56950,2.42793,6.60322,6.78284,8.02399,76.57083
28.png,9,4,4,16.49393,3.08081,2.61580,4.26826,12.70269,8.87971,11.38120,83.45396,11.65081,2.24498,1.77257,3.59253,10.11263,4.37742,8.37024,83.32472,9.13114,3.27184,1.25534,3.20553,6.86965,4.67813,3.36692,83.36356
28.png,9,5,5,12.51632,3.47716,3.05179,5.55134,12.33706,8.17866,14.03750,106.57202,15.19116,3.00580,2.36281,3.76612,11.93596,5.82623,8.65098,103.16716,11.13340,5.19213,1.80112,4.30986,7.88187,5.37271,6.16479,96.83562
28.png,9,6,4,13.34009,2.78972,3.48419,4.27088,11.45189,7.22038,11.99896,100.59116,15.00893,1.60017,1.89664,2.80765,10.20991,5.63909,4.55218,101.88615,5.86928,1.40497,2.48862,2.11996,4.32795,4.70580,5.94301,103.49216
28.png,9,7,5,12.26117,5.13977,4.22986,4.70095,10.36700,6.54848,7.49229,114.75966,7.62435,3.24868,4.82890,3.15652,6.97293,7.88554,9.05429,115.04413,9.90867,2.78339,2.72005,3.22132,8.61605,4.78075,10.17062,117.36192
28.png,9,8,5,15.50800,3.88244,3.60172,4.31845,12.20637,8.19526,10.13580,90.70744,9.77891,3.05470,2.85485,2.73785,9.28770,12.21906,14.13597,91.51178,15.02447,4.83751,3.57373,4.04716,13.90669,14.47993,18.42922,95.55328
28.png,9,9,4,22.98952,3.83748,3.25735,4.39867,16.93635,8.56777,9.81470,111.64586,9.64838,2.74384,2.05353,3.91398,9.02493,10.21019,12.39654,110.53359,13.09312,1.89508,2.01402,5.73663,12.66989,9.54001,14.21996,110.50641
28.png,9,10,4,27.39310,3.48552,4.03630,4.50583,20.02417,6.94216,7.44419,143.20474,7.79182,1.82740,1.45919,2.26954,5.74700,3.81943,4.15464,142.06012,6.54936,0.72343,1.37003,2.13357,3.93351,5.64754,2.98875,139.07237
28.png,9,11,4,27.23973,2.67593,2.84648,4.29202,19.98211,7.74185,8.14867,160.81105,8.44792,1.48574,1.15090,1.61967,6.18421,2.07184,4.00370,159.46400,5.16988,1.36495,1.04793,1.42341,2.96023,2.81271,2.65745,157.88142
28.png,9,12,4,20.98912,3.23367,2.56543,3.93636,15.91578,6.54312,6.77691,174.32193,7.33509,1.08350,1.01784,1.60124,5.44087,3.47232,4.29157,172.68904,4.97331,1.14009,1.03885,1.26417,3.90067,4.49462,5.96545,169.96973
28.png,9,13,4,14.35822,3.43601,2.56064,4.12081,11.54138,4.89022,5.34363,180.25583,5.08992,1.19103,1.59905,1.90676,4.28968,3.13305,3.81483,179.16995,3.92405,0.68721,0.61001,1.50414,3.78753,6.45377,6.74439,176.68716
28.png,9,14,4,7.29754,3.32806,3.19300,4.33481,6.50515,3.41144,4.15216,184.46564,3.73855,1.61266,1.88211,1.94393,3.53930,3.02243,3.26162,183.39771,3.84477,1.16100,1.71160,1.65986,3.22457,10.39970,8.60465,180.15924
28.png,9,15,4,4.74042,3.04985,2.86234,3.55489,4.32569,3.33804,3.73057,198.62723,4.01401,1.70527,1.22293,2.50434,3.15503,6.31423,5.74774,196.76285,5.80660,1.78643,1.19075,2.54436,5.69306,14.55074,14.84107,190.13858
28.png,10,0,5,10.90710,5.87608,7.96140,8.12735,13.00914,7.19033,10.94073,132.62875,9.63531,3.09458,7.93147,4.71514,9.21383,10.10737,10.59797,131.42532,10.51305,2.87631,3.16359,3.67641,10.68605,12.34583,16.96567,125.44537
28.png,10,1,3,6.12242,6.45621,4.71311,4.54850,7.64142,3.60565,5.11904,75.41943,4.53622,2.56949,3.24458,2.74089,4.32229,3.63531,4.64121,76.32417,4.46982,1.60265,2.13904,4.54401,4.48928,6.03192,6.79576,79.10161
28.png,10,2,4,12.67669,2.95278,3.85838,5.50431,11.50601,6.50845,10.94841,96.36429,12.73249,2.63888,2.51436,2.91582,9.22329,4.97005,3.86272,95.95918,3.72290,1.62667,1.67753,2.00845,3.71410,2.11292,4.29392,94.18895
28.png,10,3,4,14.34281,2.69236,3.27900,4.49476,11.99451,6.62669,10.52230,119.28290,11.98167,0.84794,1.47921,1.89985,9.11244,3.58458,3.23357,118.28654,3.11761,0.67660,0.68984,1.10416,2.71710,1.72997,2.37165,116.81308
28.png,10,4,4,14.92568,3.15911,2.80051,4.82077,12.15352,6.71415,9.79163,129.51637,9.75171,1.42444,1.84303,2.72493,8.36477,3.94972,4.71889,128.61172,6.11966,1.28007,0.94444,3.59769,4.18392,2.29955,3.20404,125.29585
28.png,10,5,5,20.04437,5.17120,5.54013,6.27341,17.32491,8.23460,11.86499,104.92089,9.57694,3.10891,4.10601,3.36541,10.14433,7.86446,10.48044,106.16495,10.98443,5.11532,3.87137,6.51905,10.02474,7.11954,10.39007,110.19858
28.png,10,6,4,29.56665,3.78455,4.28198,5.90303,22.47070,6.54019,10.99386,134.33914,12.10459,2.07243,1.31681,2.17566,8.26485,3.75335,4.02147,133.15947,5.62403,1.73177,1.02275,1.90935,3.62847,5.43067,3.95793,131.48309
28.png,10,7,4,27.10375,4.00507,2.99239,4.72835,20.60535,6.40219,10.49389,161.16263,10.20082,0.99997,1.26457,1.72926,7.96760,3.80243,4.01180,160.01743,3.90665,1.02411,0.95716,1.74614,3.92634,3.71664,3.77952,156.98566
28.png,10,8,4,21.52113,3.17387,3.29728,5.01426,16.75101,5.54002,7.81989,164.85864,7.65663,1.20266,2.01656,2.05015,6.02898,3.37746,3.62955,164.23047,3.96210,1.19064,1.39147,1.46301,3.59635,2.69993,3.58914,162.93390
28.png,10,9,4,13.87919,2.73673,4.88780,3.42744,11.05155,4.47335,4.91338,188.14931,4.86017,1.62705,1.90074,1.40173,3.91131,3.49657,4.24584,186.64874,4.27402,1.25632,1.99093,1.63190,4.09928,8.66043,5.58267,183.13028
28.png,10,10,4,5.88538,2.55259,3.02131,4.15671,5.56817,3.04713,3.55475,201.03265,3.63745,1.03829,1.15006,1.48241,3.12056,4.55617,4.43920,199.42281,5.09324,0.87728,1.80496,2.12560,4.25372,12.40846,11.26799,194.53049
28.png,10,11,4,4.55202,3.22550,2.41013,3.47992,4.34764,3.93507,4.25302,203.24455,4.59469,1.66539,1.20316,1.78733,3.78425,6.97152,6.96388,201.18309,6.59423,0.73865,0.58552,2.13648,6.92297,15.70249,16.25173,194.58237
28.png,10,12,4,8.54448,2.50643,2.39780,3.56155,6.91192,4.85371,6.78311,178.47778,7.35017,1.22735,1.63052,2.53739,5.97813,6.41030,7.80912,179.59872,8.18934,0.82522,0.96119,3.02406,7.53596,14.01883,15.63238,177.47647
